first_name,n_incidents,predicted_nationality,confidence
tatag,79,American,0.12411
heet,79,American,0.196438
merridee,79,American,0.420514
siheon,79,Korean,0.692999
nesim,79,American,0.136045
warong,79,Thai,0.690646
barnita,79,American,0.156293
kesar,79,American,0.260907
kameliya,79,Russian,0.254053
srirangaraj,79,Indian,0.475273
ayantu,79,Indian,0.379821
dibyahash,79,Indian,0.437039
sangkwan,79,Korean,0.544883
tauana,79,Samoan,0.226716
kothai,79,Indian,0.335471
hyanghee,79,Korean,0.971023
marybel,79,French,0.303485
shathiyah,79,Indian,0.583347
hanxiong,79,Chinese,0.731833
hyungi,79,Korean,0.789353
mritunjoy,79,Indian,0.507256
saharul,79,Indian,0.282151
sheliza,79,American,0.156985
hamil,79,American,0.166388
amberlee,79,American,0.360025
piyamas,79,Greek,0.330878
chaenyung,79,Korean,0.473273
maksut,79,Thai,0.351186
fehintola,79,Bulgarian,0.111467
majedul,79,Indian,0.285739
olubayo,79,Nigerian,0.447631
hongey,79,Korean,0.183909
saranjam,79,Indian,0.354976
gahan,79,American,0.20529
moonis,79,Greek,0.327008
sutatip,79,Indonesian,0.402538
zhengtian,79,Chinese,0.651579
prinka,79,American,0.182639
enobong,79,Chinese,0.172653
saijun,79,Indian,0.414823
dibyashree,79,Indian,0.842128
salene,79,American,0.115402
bidisa,79,Ugandan,0.083973
neelamegam,79,Tamil,0.511731
pengyun,79,Chinese,0.484229
yudu,79,Nigerian,0.184921
kyoungseok,79,Korean,0.992582
reynaldi,79,Brazilian,0.199958
maddalen,79,American,0.23895
linyong,79,Korean,0.518123
yumeka,79,Japanese,0.556985
nallakkandi,79,Indian,0.822751
ryane,79,American,0.299014
eungyung,79,Korean,0.955636
lakhvinder,79,Indian,0.731536
rasol,79,American,0.196867
lalisa,79,American,0.129477
pumin,79,American,0.200553
fanchon,79,American,0.1671
elmeida,79,Brazilian,0.355405
srirang,79,Indonesian,0.204817
dexi,79,American,0.253056
afroja,79,American,0.112308
kyungsub,79,Korean,0.886215
almothana,79,Indian,0.548502
simanchal,79,Indian,0.281374
kisei,79,Japanese,0.303792
kounseok,79,Korean,0.911926
kurra,79,American,0.187582
dexian,79,Armenian,0.339201
tayah,79,Iranian,0.191791
estefan,79,Iranian,0.150132
usmaan,79,Indonesian,0.196095
noshad,79,Iranian,0.209224
oloruntoba,79,Basque,0.157925
sasiporn,79,Thai,0.584374
abidah,79,Iranian,0.192066
malatesha,79,Indian,0.564901
seongkyun,79,Korean,0.987506
yane,79,Japanese,0.18618
sarveshwar,79,Indian,0.848057
vijayasaradhi,79,Indian,0.735635
guralp,79,American,0.225534
sigune,79,Rwandan,0.175174
huaguo,79,American,0.194553
popon,79,Greek,0.142652
zayra,79,American,0.199936
saenz,79,German,0.133513
jiabi,79,Iranian,0.18407
theofylaktos,79,Greek,0.975493
xianxian,79,Chinese,0.306347
lebea,79,American,0.225526
binghua,79,Chinese,0.180696
shungu,79,Japanese,0.573865
edilso,79,Brazilian,0.39143
nasi,79,American,0.146103
hacali,79,American,0.237901
olaposi,79,Greek,0.246448
amidu,79,Nigerian,0.126716
sadatsugu,79,Japanese,0.775564
altansukh,79,Belarusian,0.24868
chikae,79,Japanese,0.178502
gnaneshwar,79,Indian,0.88052
yadviga,79,Russian,0.298943
lushen,79,American,0.342215
jaskanwal,79,Indian,0.89094
yadin,79,Russian,0.314584
dougho,79,American,0.178096
tsunemi,79,Japanese,0.89
murshed,79,Indian,0.229681
imerio,79,American,0.174746
josealdo,79,American,0.226282
ayut,79,Burmese,0.219455
tilla,79,American,0.292224
pika,79,Russian,0.145569
meshesha,79,Indian,0.513966
shrina,79,Indian,0.303689
orvar,79,Iranian,0.211528
jayavardhana,79,Indian,0.866901
betrand,79,French,0.259
benas,79,Greek,0.169473
rageh,79,Iranian,0.348717
dhanjoo,79,Indian,0.518667
amuchou,79,Greek,0.202224
atulkumar,79,Indian,0.793908
dejuan,79,American,0.204307
harshna,79,Indian,0.651883
naeimehossadat,79,Greek,0.358714
qadar,79,American,0.220872
lapyote,79,Botswana,0.405
sanehiro,79,Japanese,0.869084
chunfa,79,Thai,0.093605
guanzhong,79,Chinese,0.965808
barkah,79,Iranian,0.321942
hyungsup,79,Korean,0.971835
nischit,79,American,0.278551
ruvistay,79,American,0.311767
cunming,79,Chinese,0.318515
ponnulakshmi,79,Indian,0.758211
pujita,79,Japanese,0.330038
ameek,79,American,0.273827
slavena,79,American,0.127609
muratahan,79,Indian,0.188102
raghwendra,79,Indian,0.649409
zoumana,79,American,0.07112
tagwa,79,American,0.099978
trishla,79,American,0.318523
sherven,79,American,0.155619
duwayne,79,American,0.174504
ninghai,79,American,0.160674
soeharto,79,Indonesian,0.503151
kavneet,79,Thai,0.395345
saez,79,American,0.210185
joudi,79,Iranian,0.235263
bingjing,79,Chinese,0.389953
nomcebo,79,Brazilian,0.221299
yered,79,American,0.141642
suryakumar,79,Indian,0.612486
zhengli,79,Chinese,0.845355
abdisa,79,Indian,0.145038
chihwan,79,Korean,0.455352
carmon,79,American,0.271833
jinseob,79,Korean,0.754598
snehajyoti,79,Indian,0.547516
saraf,79,Iranian,0.20293
bahne,79,German,0.227735
amirthagowri,79,American,0.265836
sone,79,American,0.231181
boly,79,American,0.232689
hanudatta,79,Indian,0.51791
thirimachos,79,Greek,0.585452
lahouaria,79,Iranian,0.382973
linchen,79,American,0.19512
ien,79,American,0.150799
chelsy,79,American,0.278425
meshkat,79,Indian,0.38648
giacoma,79,Italian,0.524854
venkatramaiah,79,Indian,0.433578
natrah,79,Iranian,0.094951
soumojit,79,Nigerian,0.112149
manzhu,79,Chinese,0.259333
soda,79,Japanese,0.13525
yongdai,79,Korean,0.411522
guantao,79,Chinese,0.313254
vijayta,79,Indonesian,0.290344
erlon,79,Brazilian,0.284349
friedericke,79,German,0.400338
mutinta,79,Indonesian,0.18639
daisei,79,Brazilian,0.118877
linkai,79,American,0.216859
shamsh,79,Indian,0.504487
birzhan,79,Chinese,0.232916
sejuti,79,Indonesian,0.214769
dejin,79,American,0.249048
gianfrancesco,79,Italian,0.748635
manimekalai,79,Indian,0.381704
xingrong,79,Chinese,0.285566
rammya,79,Indian,0.589238
ruoshui,79,American,0.280421
sungkon,79,Korean,0.571275
yongkwan,79,Korean,0.83318
kyeongjun,79,Korean,0.992283
idalis,79,Greek,0.439948
joongmyeon,79,Korean,0.98133
sreymom,79,American,0.29904
mardia,79,Brazilian,0.135115
gagana,79,Indian,0.135032
norshahida,79,Iranian,0.165884
munkhzul,79,American,0.169358
dhabia,79,Indian,0.509503
attasak,79,Thai,0.322869
ramakrushna,79,Indian,0.846572
kishio,79,Japanese,0.564008
jooyeoun,79,Korean,0.891706
juniati,79,Indian,0.349638
kehe,79,American,0.309293
jord,79,American,0.333526
shreemoyee,79,Indian,0.302343
saewung,79,Korean,0.701987
jameelah,79,Indian,0.344068
rayda,79,American,0.206473
atlanta,79,American,0.140338
etin,79,American,0.196379
ketav,79,Russian,0.391884
supalert,79,Thai,0.531646
changkook,79,Thai,0.608462
meldrum,79,American,0.299474
gyuyoung,79,Burmese,0.417458
ahlke,79,German,0.372154
junghyung,79,Korean,0.961681
chhandak,79,Thai,0.584308
namwook,79,Korean,0.368399
lizu,79,American,0.227121
moshera,79,American,0.324594
weslei,79,Brazilian,0.26316
ritsuki,79,Japanese,0.956776
pangirayi,79,Indian,0.456059
aroob,79,American,0.259828
geliang,79,Chinese,0.132674
ambara,79,Indian,0.31763
amarens,79,Brazilian,0.231706
xiangfang,79,Chinese,0.828402
marvel,79,American,0.204951
zaragoza,79,American,0.214342
henson,79,American,0.16191
nadhirah,79,Indian,0.559859
sandjai,79,Indian,0.244857
qianming,79,Chinese,0.673
daigaku,79,Tongan,0.428047
yukyeong,79,Korean,0.979278
zongo,79,American,0.16427
akel,79,American,0.549655
buell,79,American,0.518864
badie,79,French,0.204504
qingning,79,Chinese,0.375656
nahye,79,American,0.101753
jyotirekha,79,Indian,0.84112
sumaeth,79,Indian,0.250161
sukhcharn,79,Thai,0.374266
sombir,79,Korean,0.183464
wislei,79,American,0.282999
seongbong,79,Korean,0.98746
qianhao,79,Chinese,0.269889
emmalyn,79,Russian,0.140126
shinyeong,79,Korean,0.811434
siemen,79,Japanese,0.103254
parameshwaran,79,Indian,0.721696
weite,79,American,0.300265
kanao,79,Japanese,0.19547
vermont,79,American,0.199081
nallammai,79,Indian,0.570297
seongbae,79,Korean,0.96951
hyojune,79,Japanese,0.637108
sivachandran,79,Indian,0.568888
reti,79,American,0.164305
gunanti,79,Indian,0.215243
galvin,79,American,0.245607
oludamilola,79,Italian,0.109314
jesseca,79,American,0.302748
bahrom,79,French,0.195035
hayyam,79,Indian,0.178806
erito,79,Brazilian,0.242142
donnchadh,79,American,0.206694
dibash,79,Indian,0.253649
ayser,79,American,0.346657
bappadittya,79,Indian,0.440812
ayahito,79,Japanese,0.706272
gaziza,79,Russian,0.128624
zoobia,79,American,0.155041
eiyad,79,Iranian,0.440151
huaizhu,79,Chinese,0.574476
yousheng,79,Chinese,0.237582
onay,79,American,0.230292
hermelijn,79,Dutch,0.871803
purnananda,79,Indian,0.795468
meidiana,79,American,0.163628
kyproula,79,Greek,0.412849
zeyd,79,American,0.351436
daneshwar,79,Indian,0.860002
lhou,79,American,0.140352
tsenka,79,Bulgarian,0.252174
shengchang,79,Chinese,0.541783
erlendur,79,Brazilian,0.564607
marumi,79,Japanese,0.419907
cayman,79,American,0.363408
patimat,79,Thai,0.410029
kenrad,79,American,0.318078
yesh,79,American,0.177517
shangwei,79,Chinese,0.427748
kangjoo,79,Korean,0.570599
dairo,79,American,0.165409
yaowapa,79,Japanese,0.285569
aezeden,79,Ethiopian,0.134398
carolinne,79,English,0.165143
seiju,79,Indian,0.257136
asante,79,Indonesian,0.142541
eunbee,79,Korean,0.546312
ikjot,79,American,0.107259
tasaduq,79,Bangladeshi,0.215374
pandji,79,Indian,0.351185
sunarso,79,Indonesian,0.40379
fuwei,79,Chinese,0.159562
topan,79,American,0.183179
bryone,79,American,0.262632
antariksh,79,Indian,0.7053
minaleshewa,79,Indian,0.430612
aarshi,79,American,0.195805
fenyong,79,Chinese,0.430946
yulim,79,Korean,0.309412
adedolapo,79,Italian,0.161954
rustamjon,79,American,0.163159
fima,79,American,0.073248
ghorbangol,79,Iranian,0.191475
changlun,79,Chinese,0.207312
deisi,79,American,0.214076
yasuho,79,Japanese,0.594467
sukhrob,79,Indian,0.242498
gertruda,79,American,0.183548
harbi,79,Iranian,0.169029
suyoto,79,Japanese,0.806316
thiri,79,American,0.1283
deyong,79,Chinese,0.34349
silvestra,79,American,0.15442
senzo,79,Japanese,0.223859
wona,79,American,0.123485
jainy,79,Indian,0.485542
nateetip,79,Indian,0.278855
santabhanu,79,Indian,0.53405
jinxian,79,Armenian,0.200114
cymon,79,American,0.269164
marleah,79,American,0.303435
rishil,79,Indian,0.279118
jeongki,79,Korean,0.908046
huazheng,79,Chinese,0.832896
laxmeesha,79,Indian,0.682408
sieta,79,Italian,0.095539
anttoni,79,Italian,0.509761
armenak,79,Armenian,0.122686
salahaldeen,79,Indian,0.329243
mosaed,79,American,0.252351
taifo,79,Brazilian,0.172836
haizhao,79,Chinese,0.204677
manoko,79,Japanese,0.3535
annapina,79,Indian,0.14723
birtukan,79,Indian,0.403742
tanko,79,American,0.181753
kennith,79,American,0.274293
navinchandra,79,Indian,0.886814
piyas,79,Greek,0.451784
bishwo,79,American,0.133043
murna,79,American,0.178564
mood,79,American,0.492909
wuletaw,79,Ethiopian,0.57236
oscarina,79,Italian,0.14588
shuqun,79,Bangladeshi,0.409394
chaohong,79,Korean,0.544221
iyyappan,79,Indian,0.370944
arnethea,79,American,0.171056
uzung,79,American,0.239592
mengchao,79,Chinese,0.300924
gunjana,79,Indian,0.170626
shinkyu,79,Japanese,0.880995
aisleen,79,American,0.365057
laudan,79,American,0.212371
tassiana,79,Samoan,0.120575
venkatanareshbabu,79,Indian,0.630174
jakson,79,Thai,0.131829
lorretta,79,Italian,0.369808
shuoshuo,79,Japanese,0.391518
istemihan,79,American,0.117018
yezid,79,Russian,0.142972
akalya,79,Indian,0.284836
calise,79,American,0.227369
darijo,79,Indonesian,0.242768
rewaa,79,Indian,0.204616
by,79,American,0.350391
ramreddy,79,Indian,0.283813
suprihatin,79,Indonesian,0.464096
seirian,79,Iranian,0.343556
oji,79,Japanese,0.182305
herm,79,American,0.259925
salekul,79,Indian,0.212517
ronnel,79,American,0.310979
baidowi,79,Nigerian,0.19208
yashashree,79,Indian,0.647918
dharman,79,Indian,0.572359
qingkun,79,Chinese,0.310164
koubun,79,American,0.265225
ikhwanul,79,Indian,0.672016
kdv,79,Russian,0.602099
stineke,79,American,0.321122
madduri,79,Indian,0.265053
kimberson,79,American,0.282092
bazyli,79,Azerbaijani,0.218519
afni,79,American,0.20299
tarou,79,Greek,0.480537
dalaal,79,American,0.144115
chenang,79,Chinese,0.556583
osmando,79,Brazilian,0.198772
kwangjae,79,Korean,0.777069
rajhans,79,Indian,0.483256
lyndi,79,American,0.28225
wongeun,79,Korean,0.924585
tanyanan,79,Armenian,0.410939
chitvan,79,American,0.099155
simao,79,Tongan,0.127885
vakeel,79,Indian,0.350905
jeniece,79,American,0.344947
burgess,79,French,0.234244
douraied,79,French,0.523758
baylie,79,Canadian,0.195854
soedarmanto,79,Indonesian,0.749216
meizhu,79,American,0.202351
tosan,79,American,0.14785
madelynne,79,American,0.226536
mandikudza,79,Indian,0.336171
vatinee,79,Indian,0.141606
giovannimaria,79,Italian,0.35167
yanxiong,79,Chinese,0.82719
nukhba,79,Indian,0.412771
odalis,79,Greek,0.361044
qizhong,79,Chinese,0.691915
bedru,79,Ethiopian,0.223973
huitae,79,Japanese,0.567136
salmir,79,English,0.122636
tuoqi,79,American,0.137088
bronis,79,Greek,0.29533
bonyoung,79,Korean,0.234103
sefonias,79,Greek,0.770047
joonhyeok,79,Korean,0.95243
hiranmayi,79,Indian,0.325441
thankamma,79,Indian,0.822492
simel,79,American,0.211922
rodoula,79,French,0.202277
ennes,79,American,0.145361
yedi,79,Nigerian,0.176911
chakkapong,79,Thai,0.963373
josalyn,79,Ukrainian,0.238012
lianghao,79,Chinese,0.427338
yamazaki,79,Japanese,0.848605
naning,79,Chinese,0.270787
manassis,79,Greek,0.645413
keeron,79,American,0.181051
jorina,79,American,0.10089
tinghai,79,American,0.247037
mimmie,79,American,0.285747
refet,79,Brazilian,0.232469
eliora,79,American,0.170498
dripta,79,Brazilian,0.199718
sunhapas,79,Indian,0.299141
hyeonsang,79,Korean,0.982298
gwanghun,79,Korean,0.537008
oly,79,American,0.357325
bijoyesh,79,Indian,0.375789
amn,79,American,0.435323
osher,79,American,0.317261
tantular,79,Indian,0.183664
itxarone,79,Basque,0.181036
jieshun,79,Indian,0.25161
parkavi,79,Indian,0.675411
yuekang,79,Korean,0.362652
ruwini,79,American,0.225254
muftau,79,American,0.20471
shabani,79,Indian,0.443861
pirom,79,Thai,0.286728
sueda,79,Japanese,0.433931
arighna,79,American,0.221774
vaagn,79,Norwegian,0.559119
sumartini,79,Indonesian,0.313988
yuseung,79,Korean,0.891104
hadri,79,French,0.148643
lorana,79,American,0.108691
rongzhong,79,Chinese,0.812756
ofonime,79,Japanese,0.135689
dalveer,79,Indian,0.343068
hiroh,79,Japanese,0.153355
ansha,79,Indian,0.475084
cleon,79,American,0.326697
zhengui,79,Chinese,0.761472
ponneri,79,Italian,0.192242
shafic,79,American,0.295538
yoosook,79,Korean,0.920467
samana,79,Indian,0.193843
zubaria,79,American,0.200296
sarangan,79,Tamil,0.3941
seito,79,Brazilian,0.25936
ribamar,79,Indian,0.269597
woohyeon,79,Korean,0.928537
furrukh,79,English,0.15721
valdiney,79,Russian,0.273446
jizheng,79,Chinese,0.454676
daiheng,79,Chinese,0.643722
mersha,79,American,0.202282
shensheng,79,Chinese,0.563998
yulis,79,Greek,0.172505
renukadevi,79,Indian,0.365631
ningjing,79,Chinese,0.423953
noussaiba,79,French,0.123773
jaklin,79,Indonesian,0.098084
vickas,79,Lithuanian,0.556589
rossouw,79,French,0.13536
liridon,79,French,0.144486
amirmehdi,79,Iranian,0.850181
visittapong,79,Thai,0.624224
heith,79,American,0.36235
kaeshaelya,79,Russian,0.265178
yongmoon,79,Korean,0.94888
swelm,79,American,0.341093
mathilakath,79,Indian,0.706661
jeremiasz,79,American,0.345376
lerong,79,American,0.205274
snezna,79,Russian,0.176365
lujing,79,Chinese,0.233666
liyen,79,Chinese,0.108469
federic,79,American,0.214185
dheera,79,Indian,0.639101
lhousseine,79,Lebanese,0.177534
myeongjoo,79,Korean,0.981514
svenn,79,Norwegian,0.58744
hasier,79,French,0.218286
tawakalitu,79,Indian,0.34609
cheyne,79,American,0.249219
abhasnee,79,Indian,0.753494
asara,79,American,0.141972
syful,79,Korean,0.211183
haeran,79,Thai,0.156522
sayad,79,Indian,0.296666
luqiao,79,Brazilian,0.306763
zlatinka,79,Macedonian,0.133862
chunmeng,79,Chinese,0.185227
patinya,79,Russian,0.228891
wenbao,79,American,0.082627
ramie,79,American,0.247198
avinaash,79,Indian,0.286143
mingxiong,79,Chinese,0.778597
jadunandan,79,Indian,0.720177
nacereddine,79,American,0.118792
papaarangi,79,Indian,0.513466
ovidijus,79,Lithuanian,0.482677
shuwang,79,Korean,0.285639
suvetha,79,Indian,0.605823
beining,79,German,0.356799
evagoras,79,Greek,0.709603
hendrike,79,Japanese,0.184062
dermawan,79,Indonesian,0.13659
phillimon,79,American,0.261396
slave,79,American,0.312733
wazim,79,Malaysian,0.109145
yehoda,79,Japanese,0.234725
lidvine,79,American,0.185469
patta,79,Indian,0.317413
khursheda,79,Indian,0.346688
bongseok,79,Korean,0.83671
minfeng,79,Chinese,0.64851
osward,79,American,0.394035
samiur,79,American,0.139187
joyojeet,79,Indian,0.716793
zhubing,79,Chinese,0.530659
kyveli,78,Greek,0.152215
cydne,78,American,0.323527
hifjur,78,Indian,0.35631
okeke,78,Japanese,0.308688
siwa,78,Japanese,0.147207
meriatna,78,American,0.156978
francklin,78,American,0.27953
rouben,78,American,0.244776
lojain,78,American,0.217372
sowath,78,Indian,0.227649
layana,78,Indian,0.238772
ririka,78,Indian,0.131591
marilucy,78,Brazilian,0.220531
walavan,78,Tamil,0.363033
yuvika,78,Russian,0.3489
liurukara,78,Indian,0.255564
chaochin,78,Korean,0.399576
freeha,78,American,0.300817
vishnudas,78,Lithuanian,0.425533
maralice,78,American,0.262112
elsemieke,78,American,0.144996
pallas,78,Greek,0.251246
nynne,78,American,0.271911
morakinyo,78,Japanese,0.378882
kyeongmo,78,Korean,0.933488
yuanqiang,78,Chinese,0.799955
minara,78,American,0.154533
bavithra,78,Indian,0.537819
batbileg,78,Mongolian,0.157958
pashna,78,Indian,0.521513
mornay,78,American,0.160014
cholho,78,Brazilian,0.171611
nursulu,78,Portuguese,0.163185
zhuoqun,78,Chinese,0.568197
yograj,78,Indian,0.194965
jebasingh,78,Indian,0.528711
lianqing,78,Chinese,0.565656
pashtoon,78,American,0.209518
ghoncheh,78,Iranian,0.15716
vithyacharan,78,Indian,0.552112
ravdeep,78,Indian,0.531746
abreham,78,Iranian,0.426826
cosan,78,Romanian,0.198241
amalija,78,Indian,0.264596
blessie,78,American,0.219882
tigabu,78,Romanian,0.090559
omkulthom,78,Thai,0.246889
tudi,78,American,0.285269
jundika,78,Indian,0.637994
samyah,78,Indian,0.131401
uncheol,78,Korean,0.359349
kananbala,78,Indian,0.633294
raghdah,78,Iranian,0.565981
rahadyan,78,Armenian,0.692579
susnata,78,Japanese,0.220416
heela,78,Indian,0.320679
jiangyuan,78,Chinese,0.601377
bumpei,78,Japanese,0.280553
shofarul,78,Indian,0.211747
bupesh,78,Indian,0.235776
solongo,78,American,0.071273
amik,78,American,0.35251
indrawan,78,Indian,0.402804
alreem,78,American,0.363823
zahit,78,American,0.203306
adul,78,American,0.228518
himanish,78,Indian,0.218149
lakshmish,78,Indian,0.485798
rapolas,78,Greek,0.49806
marcelline,78,French,0.384179
renumathy,78,Indian,0.421852
jurrian,78,American,0.204919
emiyu,78,Japanese,0.431202
shole,78,American,0.350146
khalide,78,Azerbaijani,0.199749
abdulmotaleb,78,Indian,0.17869
handri,78,Indian,0.187259
khemais,78,Greek,0.159222
sohshi,78,Japanese,0.340893
imadeddine,78,Algerian,0.117018
fitzroy,78,American,0.184926
ramkishor,78,Indian,0.54213
eswaramoorthy,78,Indian,0.629616
vilayanur,78,Indian,0.467135
lianli,78,Italian,0.149715
wasihun,78,Nigerian,0.126013
yinchao,78,Korean,0.552531
kleiton,78,Brazilian,0.373184
walailak,78,Thai,0.366667
haksung,78,Thai,0.40956
sungheon,78,Korean,0.987969
danute,78,American,0.086962
abhenil,78,Indian,0.202507
nurbolat,78,American,0.162762
chongam,78,Thai,0.2292
yeneneh,78,Nigerian,0.205461
shuzhi,78,Israeli,0.185889
pushpamali,78,Indian,0.736973
dermeval,78,American,0.093791
mailson,78,Brazilian,0.503066
sherlock,78,American,0.286459
chibo,78,American,0.107754
yuusaku,78,Japanese,0.843353
yeju,78,Nigerian,0.297916
agate,78,American,0.189639
hanjia,78,Indian,0.349947
cheree,78,American,0.273211
samares,78,American,0.146999
seeyoun,78,Korean,0.868531
dala,78,American,0.146802
deeti,78,American,0.201272
godfree,78,American,0.207168
fedai,78,American,0.149629
ausias,78,Greek,0.260901
nurmasari,78,Indonesian,0.212835
bedabrata,78,American,0.123904
mazura,78,Japanese,0.223826
dharmenaan,78,Indian,0.545883
bindey,78,American,0.20984
huanying,78,Chinese,0.781988
rosanda,78,Portuguese,0.21671
bhimanaboina,78,Indian,0.39863
xiangang,78,Chinese,0.772272
nanaocha,78,Indian,0.198859
tatiele,78,American,0.207064
dimytri,78,Greek,0.211624
yeongkwon,78,Korean,0.99465
lahn,78,American,0.444078
ionara,78,Italian,0.268601
sawssan,78,Thai,0.176977
